State,Quarter,Year,Data
SD,1,1979,85.74
SD,2,1979,91.9
SD,3,1979,99.77
SD,4,1979,89.18
SD,1,1980,100
SD,2,1980,106.22
SD,3,1980,101.34
SD,4,1980,97.3
SD,1,1981,90.8
SD,2,1981,97.77
SD,3,1981,101.98
SD,4,1981,86.57
SD,1,1982,68.81
SD,2,1982,113.7
SD,3,1982,102.1
SD,4,1982,117.73
SD,1,1983,119.01
SD,2,1983,122.37
SD,3,1983,97.95
SD,4,1983,99.62
SD,1,1984,112.19
SD,2,1984,111.18
SD,3,1984,117.05
SD,4,1984,103.89
SD,1,1985,109.66
SD,2,1985,108.25
SD,3,1985,111.01
SD,4,1985,111.95
SD,1,1986,115.44
SD,2,1986,116.89
SD,3,1986,113.58
SD,4,1986,116.59
SD,1,1987,119.25
SD,2,1987,117.64
SD,3,1987,116.51
SD,4,1987,117.81
SD,1,1988,114.45
SD,2,1988,114
SD,3,1988,117.23
SD,4,1988,115.24
SD,1,1989,119.63
SD,2,1989,116.23
SD,3,1989,120.62
SD,4,1989,117.85
SD,1,1990,118.86
SD,2,1990,124.06
SD,3,1990,124.93
SD,4,1990,124.11
SD,1,1991,127.07
SD,2,1991,130.35
SD,3,1991,128.91
SD,4,1991,131.76
SD,1,1992,135.3
SD,2,1992,135.32
SD,3,1992,139.12
SD,4,1992,140.79
SD,1,1993,142.35
SD,2,1993,145.9
SD,3,1993,148.87
SD,4,1993,150.87
SD,1,1994,154.7
SD,2,1994,156.88
SD,3,1994,158.14
SD,4,1994,161.63
SD,1,1995,158.38
SD,2,1995,165.04
SD,3,1995,165.73
SD,4,1995,168.87
SD,1,1996,171.93
SD,2,1996,171.35
SD,3,1996,172.97
SD,4,1996,172.72
SD,1,1997,175.19
SD,2,1997,178.23
SD,3,1997,180.48
SD,4,1997,182.51
SD,1,1998,185.52
SD,2,1998,186.64
SD,3,1998,187.81
SD,4,1998,187.72
SD,1,1999,190.79
SD,2,1999,192.89
SD,3,1999,193.74
SD,4,1999,194.55
SD,1,2000,196.13
SD,2,2000,199.46
SD,3,2000,203.11
SD,4,2000,203.38
SD,1,2001,208.03
SD,2,2001,211.3
SD,3,2001,212.86
SD,4,2001,213.99
SD,1,2002,217.08
SD,2,2002,219.85
SD,3,2002,222.34
SD,4,2002,223.86
SD,1,2003,225.83
SD,2,2003,226.8
SD,3,2003,230.97
SD,4,2003,235.9
SD,1,2004,236.68
SD,2,2004,241.43
SD,3,2004,246.63
SD,4,2004,249.49
SD,1,2005,254
SD,2,2005,260.11
SD,3,2005,264.09
SD,4,2005,268.41
SD,1,2006,268.78
SD,2,2006,273.74
SD,3,2006,279.15
SD,4,2006,281.48
SD,1,2007,284.94
SD,2,2007,287.95
SD,3,2007,290.85
SD,4,2007,295.39
SD,1,2008,297.37
SD,2,2008,298.76
SD,3,2008,302.21
SD,4,2008,303.64
TN,1,1975,68.64
TN,2,1975,68.32
TN,3,1975,68.52
TN,4,1975,73.09
TN,1,1976,76.24
TN,2,1976,69.67
TN,3,1976,73.1
TN,4,1976,73.03
TN,1,1977,76.78
TN,2,1977,75.85
TN,3,1977,80.69
TN,4,1977,81.13
TN,1,1978,85.1
TN,2,1978,83.75
TN,3,1978,90.4
TN,4,1978,93.48
TN,1,1979,95.2
TN,2,1979,92.91
TN,3,1979,95.74
TN,4,1979,93.77
TN,1,1980,100
TN,2,1980,97.23
TN,3,1980,101.5
TN,4,1980,101.43
TN,1,1981,100.61
TN,2,1981,103.63
TN,3,1981,105.91
TN,4,1981,104.4
TN,1,1982,109.66
TN,2,1982,107.95
TN,3,1982,107.88
TN,4,1982,109.8
TN,1,1983,110.31
TN,2,1983,112
TN,3,1983,112.59
TN,4,1983,113.22
TN,1,1984,113.06
TN,2,1984,120.07
TN,3,1984,111.78
TN,4,1984,120.58
TN,1,1985,120.85
TN,2,1985,123.1
TN,3,1985,125.73
TN,4,1985,127.35
TN,1,1986,129.52
TN,2,1986,131.65
TN,3,1986,134.07
TN,4,1986,135.92
TN,1,1987,138.87
TN,2,1987,141.49
TN,3,1987,141.64
TN,4,1987,143.16
TN,1,1988,144.75
TN,2,1988,145.75
TN,3,1988,146.13
TN,4,1988,145.47
TN,1,1989,146.23
TN,2,1989,147.41
TN,3,1989,147.75
TN,4,1989,148.39
TN,1,1990,148.7
TN,2,1990,148.69
TN,3,1990,148.24
TN,4,1990,147.97
TN,1,1991,149.27
TN,2,1991,149.96
TN,3,1991,150.06
TN,4,1991,152.51
TN,1,1992,154
TN,2,1992,153.26
TN,3,1992,156.91
TN,4,1992,156.57
TN,1,1993,157.37
TN,2,1993,159.56
TN,3,1993,161.65
TN,4,1993,163.33
TN,1,1994,165.06
TN,2,1994,167.17
TN,3,1994,169.65
TN,4,1994,170.77
TN,1,1995,172.98
TN,2,1995,176.22
TN,3,1995,178.98
TN,4,1995,181.63
TN,1,1996,184.65
TN,2,1996,186.2
TN,3,1996,188.1
TN,4,1996,190.02
TN,1,1997,192.48
TN,2,1997,193.98
TN,3,1997,196.58
TN,4,1997,199.36
TN,1,1998,203.19
TN,2,1998,204.48
TN,3,1998,207.06
TN,4,1998,209.5
TN,1,1999,211.46
TN,2,1999,211.97
TN,3,1999,212.97
TN,4,1999,213.83
TN,1,2000,215.65
TN,2,2000,216.78
TN,3,2000,218.99
TN,4,2000,221.3
TN,1,2001,226.87
TN,2,2001,227.97
TN,3,2001,229.46
TN,4,2001,232.27
TN,1,2002,233.29
TN,2,2002,233.74
TN,3,2002,237.2
TN,4,2002,239.36
TN,1,2003,241.03
TN,2,2003,243.07
TN,3,2003,244.53
TN,4,2003,247.26
TN,1,2004,249.23
TN,2,2004,251.97
TN,3,2004,255.84
TN,4,2004,259.12
TN,1,2005,262.74
TN,2,2005,268.24
TN,3,2005,274.13
TN,4,2005,278.46
TN,1,2006,283.45
TN,2,2006,289.17
TN,3,2006,293.13
TN,4,2006,299.49
TN,1,2007,303.31
TN,2,2007,307.71
TN,3,2007,308.97
TN,4,2007,312.33
TN,1,2008,314.72
TN,2,2008,315.61
TN,3,2008,313.81
TN,4,2008,315.2
TX,1,1975,58.26
TX,2,1975,60.28
TX,3,1975,58.53
TX,4,1975,61.68
TX,1,1976,60.37
TX,2,1976,65.4
TX,3,1976,64.54
TX,4,1976,65.49
TX,1,1977,67.31
TX,2,1977,72.22
TX,3,1977,70.51
TX,4,1977,74.46
TX,1,1978,77.67
TX,2,1978,79.94
TX,3,1978,82.41
TX,4,1978,86.56
TX,1,1979,89.26
TX,2,1979,92.34
TX,3,1979,95.76
TX,4,1979,96.98
TX,1,1980,100
TX,2,1980,104.44
TX,3,1980,104.59
TX,4,1980,106.12
TX,1,1981,106.12
TX,2,1981,112.12
TX,3,1981,115.64
TX,4,1981,120.21
TX,1,1982,124.13
TX,2,1982,125.08
TX,3,1982,124.01
TX,4,1982,126.61
TX,1,1983,127.47
TX,2,1983,127.4
TX,3,1983,126.82
TX,4,1983,127.13
TX,1,1984,126.21
TX,2,1984,127.42
TX,3,1984,129.63
TX,4,1984,129.15
TX,1,1985,128.05
TX,2,1985,129.1
TX,3,1985,128.92
TX,4,1985,128.04
TX,1,1986,130.46
TX,2,1986,132.91
TX,3,1986,130.06
TX,4,1986,127.83
TX,1,1987,128.07
TX,2,1987,125.13
TX,3,1987,119.51
TX,4,1987,115.98
TX,1,1988,116
TX,2,1988,117.63
TX,3,1988,114.83
TX,4,1988,113.9
TX,1,1989,114.14
TX,2,1989,115.12
TX,3,1989,117.41
TX,4,1989,116.97
TX,1,1990,116.64
TX,2,1990,117.45
TX,3,1990,118.21
TX,4,1990,117.28
TX,1,1991,118.72
TX,2,1991,119.97
TX,3,1991,119.99
TX,4,1991,121.39
TX,1,1992,123.39
TX,2,1992,122.82
TX,3,1992,124.99
TX,4,1992,125.54
TX,1,1993,125.93
TX,2,1993,127.03
TX,3,1993,128.45
TX,4,1993,129.74
TX,1,1994,130.39
TX,2,1994,130.8
TX,3,1994,130.79
TX,4,1994,130.05
TX,1,1995,130.03
TX,2,1995,132.42
TX,3,1995,133.97
TX,4,1995,134.79
TX,1,1996,136.28
TX,2,1996,136.03
TX,3,1996,136.23
TX,4,1996,136.79
TX,1,1997,137.39
TX,2,1997,138.39
TX,3,1997,139.85
TX,4,1997,141.45
TX,1,1998,143.72
TX,2,1998,144.63
TX,3,1998,146.95
TX,4,1998,148.58
TX,1,1999,149.82
TX,2,1999,152.75
TX,3,1999,155.12
TX,4,1999,157
TX,1,2000,159.22
TX,2,2000,161.8
TX,3,2000,164.17
TX,4,2000,166.23
TX,1,2001,171.01
TX,2,2001,173.14
TX,3,2001,174.41
TX,4,2001,176.47
TX,1,2002,176.96
TX,2,2002,178.36
TX,3,2002,181.1
TX,4,2002,183.13
TX,1,2003,184
TX,2,2003,185.2
TX,3,2003,185.77
TX,4,2003,186.94
TX,1,2004,187.89
TX,2,2004,189.85
TX,3,2004,191.24
TX,4,2004,193.55
TX,1,2005,194.81
TX,2,2005,197.85
TX,3,2005,200.98
TX,4,2005,203.25
TX,1,2006,205.95
TX,2,2006,209.41
TX,3,2006,212.87
TX,4,2006,216.42
TX,1,2007,219.46
TX,2,2007,223.69
TX,3,2007,225.33
TX,4,2007,228.55
TX,1,2008,230.09
TX,2,2008,231.63
TX,3,2008,232.94
TX,4,2008,233.33
UT,1,1975,55.55
UT,2,1975,57.47
UT,3,1975,56.25
UT,4,1975,60.23
UT,1,1976,60.75
UT,2,1976,60.89
UT,3,1976,64.56
UT,4,1976,65.12
UT,1,1977,68.11
UT,2,1977,71.25
UT,3,1977,74.57
UT,4,1977,75.66
UT,1,1978,81.2
UT,2,1978,83.19
UT,3,1978,86.55
UT,4,1978,90.14
UT,1,1979,94.51
UT,2,1979,96.61
UT,3,1979,97.9
UT,4,1979,100.28
UT,1,1980,100
UT,2,1980,98.3
UT,3,1980,102.99
UT,4,1980,105.42
UT,1,1981,105.9
UT,2,1981,108.6
UT,3,1981,110.96
UT,4,1981,110.78
UT,1,1982,108.25
UT,2,1982,109.27
UT,3,1982,112.52
UT,4,1982,115.58
UT,1,1983,115.41
UT,2,1983,115.19
UT,3,1983,112.22
UT,4,1983,112.42
UT,1,1984,112.65
UT,2,1984,113.91
UT,3,1984,115.9
UT,4,1984,112.39
UT,1,1985,117.45
UT,2,1985,116.4
UT,3,1985,116.64
UT,4,1985,115.33
UT,1,1986,119.41
UT,2,1986,119.12
UT,3,1986,118.52
UT,4,1986,118.3
UT,1,1987,119.63
UT,2,1987,118.5
UT,3,1987,114.19
UT,4,1987,113.08
UT,1,1988,113
UT,2,1988,113.98
UT,3,1988,112.18
UT,4,1988,112.29
UT,1,1989,113.48
UT,2,1989,113.62
UT,3,1989,115.94
UT,4,1989,115.86
UT,1,1990,116.91
UT,2,1990,118.26
UT,3,1990,119.35
UT,4,1990,119.37
UT,1,1991,123
UT,2,1991,125.01
UT,3,1991,125.16
UT,4,1991,128.03
UT,1,1992,129.91
UT,2,1992,131.99
UT,3,1992,134.26
UT,4,1992,137.68
UT,1,1993,140.7
UT,2,1993,145.09
UT,3,1993,150.39
UT,4,1993,155.97
UT,1,1994,162.57
UT,2,1994,171.51
UT,3,1994,176.9
UT,4,1994,180.29
UT,1,1995,184.52
UT,2,1995,189.98
UT,3,1995,196.49
UT,4,1995,200.67
UT,1,1996,205.34
UT,2,1996,207.31
UT,3,1996,210.86
UT,4,1996,214.84
UT,1,1997,218.54
UT,2,1997,219.54
UT,3,1997,224.26
UT,4,1997,227.98
UT,1,1998,230.73
UT,2,1998,232.8
UT,3,1998,235.08
UT,4,1998,237.2
UT,1,1999,238.48
UT,2,1999,237.26
UT,3,1999,234.27
UT,4,1999,235.21
UT,1,2000,236.64
UT,2,2000,236.16
UT,3,2000,239.02
UT,4,2000,242.29
UT,1,2001,248.01
UT,2,2001,248.32
UT,3,2001,248.6
UT,4,2001,251.46
UT,1,2002,251.04
UT,2,2002,250.33
UT,3,2002,253.6
UT,4,2002,255.06
UT,1,2003,255.77
UT,2,2003,256.65
UT,3,2003,257.32
UT,4,2003,257.65
UT,1,2004,259.79
UT,2,2004,262.18
UT,3,2004,265.59
UT,4,2004,270.73
UT,1,2005,275.77
UT,2,2005,285.04
UT,3,2005,295
UT,4,2005,305.22
UT,1,2006,315.42
UT,2,2006,329.79
UT,3,2006,344.79
UT,4,2006,358.08
UT,1,2007,369.49
UT,2,2007,379.93
UT,3,2007,385.61
UT,4,2007,389.9
UT,1,2008,389.77
UT,2,2008,386.76
UT,3,2008,379.65
UT,4,2008,378.24
VA,1,1975,70.54
VA,2,1975,67.01
VA,3,1975,67.71
VA,4,1975,67.64
VA,1,1976,69.59
VA,2,1976,68.43
VA,3,1976,70.85
VA,4,1976,71.72
VA,1,1977,73.59
VA,2,1977,75.39
VA,3,1977,77.81
VA,4,1977,78.77
VA,1,1978,80.06
VA,2,1978,83.55
VA,3,1978,85.75
VA,4,1978,89.53
VA,1,1979,88.97
VA,2,1979,91.97
VA,3,1979,95.36
VA,4,1979,95.13
VA,1,1980,100
VA,2,1980,100.88
VA,3,1980,103.47
VA,4,1980,103.69
VA,1,1981,106.1
VA,2,1981,104.79
VA,3,1981,105.87
VA,4,1981,107.76
VA,1,1982,107.95
VA,2,1982,108.22
VA,3,1982,104.36
VA,4,1982,113.42
VA,1,1983,114.94
VA,2,1983,117.58
VA,3,1983,118.42
VA,4,1983,118.38
VA,1,1984,120.9
VA,2,1984,122.66
VA,3,1984,124.55
VA,4,1984,124.05
VA,1,1985,127.05
VA,2,1985,129.25
VA,3,1985,131.05
VA,4,1985,131.97
VA,1,1986,134.01
VA,2,1986,136.61
VA,3,1986,139.69
VA,4,1986,141.88
VA,1,1987,145.06
VA,2,1987,149.03
VA,3,1987,156.03
VA,4,1987,159.58
VA,1,1988,164.15
VA,2,1988,169.82
VA,3,1988,173.83
VA,4,1988,177.52
VA,1,1989,180.68
VA,2,1989,184.26
VA,3,1989,186.86
VA,4,1989,188.4
VA,1,1990,188.27
VA,2,1990,188.69
VA,3,1990,187.93
VA,4,1990,185.93
VA,1,1991,187.31
VA,2,1991,187.94
VA,3,1991,186.4
VA,4,1991,189.95
VA,1,1992,191.11
VA,2,1992,189.35
VA,3,1992,191.78
VA,4,1992,192.48
VA,1,1993,191.94
VA,2,1993,193.11
VA,3,1993,193.55
VA,4,1993,194.62
VA,1,1994,195.02
VA,2,1994,194.55
VA,3,1994,194.29
VA,4,1994,194.15
VA,1,1995,193.16
VA,2,1995,195.92
VA,3,1995,198.51
VA,4,1995,199.16
VA,1,1996,201.52
VA,2,1996,200.85
VA,3,1996,199.81
VA,4,1996,201.97
VA,1,1997,203.07
VA,2,1997,203.39
VA,3,1997,205.59
VA,4,1997,207.83
VA,1,1998,209.66
VA,2,1998,210.7
VA,3,1998,212.07
VA,4,1998,214.04
VA,1,1999,216.26
VA,2,1999,218.49
VA,3,1999,222.25
VA,4,1999,225.08
VA,1,2000,228.75
VA,2,2000,233.31
VA,3,2000,237.24
VA,4,2000,241.4
VA,1,2001,247.71
VA,2,2001,253.39
VA,3,2001,258.87
VA,4,2001,262.71
VA,1,2002,267.87
VA,2,2002,275.12
VA,3,2002,282.16
VA,4,2002,286.21
VA,1,2003,290.47
VA,2,2003,295.08
VA,3,2003,302.02
VA,4,2003,314.33
VA,1,2004,322.48
VA,2,2004,334.27
VA,3,2004,355.7
VA,4,2004,367.95
VA,1,2005,382.87
VA,2,2005,404.12
VA,3,2005,423.44
VA,4,2005,437.11
VA,1,2006,447.99
VA,2,2006,457.29
VA,3,2006,460.79
VA,4,2006,468.11
VA,1,2007,470.77
VA,2,2007,473.07
VA,3,2007,470.84
VA,4,2007,470.38
VA,1,2008,469.42
VA,2,2008,460.64
VA,3,2008,452.77
VA,4,2008,448.72
VT,1,1975,76.9
VT,2,1975,78.78
VT,3,1975,67.14
VT,4,1975,73.17
VT,1,1976,100.01
VT,2,1976,56.63
VT,3,1976,83.37
VT,4,1976,81.92
VT,1,1977,78.55
VT,2,1977,82.97
VT,3,1977,76.77
VT,4,1977,77.83
VT,1,1978,91.11
VT,2,1978,93.23
VT,3,1978,91.39
VT,4,1978,82.13
VT,1,1979,94.74
VT,2,1979,91.13
VT,3,1979,93.5
VT,4,1979,109.16
VT,1,1980,100
VT,2,1980,102.53
VT,3,1980,103.95
VT,4,1980,113.51
VT,1,1981,110.49
VT,2,1981,108.73
VT,3,1981,107.91
VT,4,1981,96.18
VT,1,1982,110.96
VT,2,1982,111.11
VT,3,1982,107.02
VT,4,1982,111.86
VT,1,1983,115.61
VT,2,1983,111.79
VT,3,1983,117.77
VT,4,1983,121.97
VT,1,1984,120.69
VT,2,1984,123.61
VT,3,1984,124.7
VT,4,1984,126.59
VT,1,1985,128.88
VT,2,1985,132.85
VT,3,1985,135.33
VT,4,1985,137.9
VT,1,1986,143.13
VT,2,1986,145.38
VT,3,1986,151.51
VT,4,1986,156.66
VT,1,1987,162.45
VT,2,1987,168.16
VT,3,1987,172.83
VT,4,1987,179.08
VT,1,1988,185.07
VT,2,1988,194.2
VT,3,1988,199.86
VT,4,1988,202.09
VT,1,1989,205.45
VT,2,1989,211.11
VT,3,1989,214.95
VT,4,1989,217.23
VT,1,1990,213.81
VT,2,1990,214.95
VT,3,1990,214.25
VT,4,1990,214.87
VT,1,1991,212.56
VT,2,1991,212.84
VT,3,1991,212.72
VT,4,1991,212.85
VT,1,1992,212.99
VT,2,1992,214.24
VT,3,1992,215.11
VT,4,1992,216.01
VT,1,1993,216.28
VT,2,1993,216.45
VT,3,1993,217.47
VT,4,1993,218.29
VT,1,1994,218.98
VT,2,1994,216.05
VT,3,1994,215.49
VT,4,1994,216.94
VT,1,1995,213.3
VT,2,1995,219.39
VT,3,1995,219.17
VT,4,1995,221.32
VT,1,1996,224.79
VT,2,1996,221.68
VT,3,1996,220.09
VT,4,1996,219.82
VT,1,1997,224.46
VT,2,1997,222.53
VT,3,1997,224.28
VT,4,1997,224.32
VT,1,1998,228.46
VT,2,1998,228.31
VT,3,1998,228.45
VT,4,1998,232.02
VT,1,1999,234.49
VT,2,1999,235.9
VT,3,1999,241.48
VT,4,1999,243.42
VT,1,2000,249.56
VT,2,2000,253.31
VT,3,2000,258.45
VT,4,2000,263.22
VT,1,2001,268.42
VT,2,2001,273.38
VT,3,2001,279.9
VT,4,2001,283.66
VT,1,2002,289.3
VT,2,2002,295.66
VT,3,2002,300.68
VT,4,2002,303.36
VT,1,2003,306.87
VT,2,2003,311.57
VT,3,2003,319.45
VT,4,2003,336.5
VT,1,2004,340.17
VT,2,2004,351.06
VT,3,2004,373.34
VT,4,2004,380.72
VT,1,2005,391.83
VT,2,2005,406.54
VT,3,2005,421.31
VT,4,2005,429.72
VT,1,2006,439.13
VT,2,2006,449.95
VT,3,2006,451.44
VT,4,2006,459.13
VT,1,2007,465.2
VT,2,2007,465.19
VT,3,2007,468.3
VT,4,2007,469.14
VT,1,2008,474.73
VT,2,2008,472.22
VT,3,2008,469.49
VT,4,2008,469.71
WA,1,1975,46.39
WA,2,1975,47.09
WA,3,1975,49.38
WA,4,1975,47.95
WA,1,1976,50.49
WA,2,1976,53.64
WA,3,1976,56.49
WA,4,1976,57.7
WA,1,1977,59.82
WA,2,1977,62.85
WA,3,1977,67.48
WA,4,1977,70.96
WA,1,1978,74.65
WA,2,1978,79.97
WA,3,1978,84.3
WA,4,1978,86.96
WA,1,1979,88.87
WA,2,1979,94.37
WA,3,1979,96.46
WA,4,1979,98.47
WA,1,1980,100
WA,2,1980,100.58
WA,3,1980,103.77
WA,4,1980,101.99
WA,1,1981,99.49
WA,2,1981,103.92
WA,3,1981,104.61
WA,4,1981,105.45
WA,1,1982,105.92
WA,2,1982,103.38
WA,3,1982,98.68
WA,4,1982,105.2
WA,1,1983,106.65
WA,2,1983,106.2
WA,3,1983,105.17
WA,4,1983,104.99
WA,1,1984,107.59
WA,2,1984,108.2
WA,3,1984,110.03
WA,4,1984,110.59
WA,1,1985,111.09
WA,2,1985,111.34
WA,3,1985,112
WA,4,1985,112.73
WA,1,1986,114
WA,2,1986,114.64
WA,3,1986,115.1
WA,4,1986,116.26
WA,1,1987,117.44
WA,2,1987,118.25
WA,3,1987,118.88
WA,4,1987,119.95
WA,1,1988,122.06
WA,2,1988,123.87
WA,3,1988,126.37
WA,4,1988,127.92
WA,1,1989,132.29
WA,2,1989,137.91
WA,3,1989,144.44
WA,4,1989,153.14
WA,1,1990,164.36
WA,2,1990,173.45
WA,3,1990,176.2
WA,4,1990,177.68
WA,1,1991,181.94
WA,2,1991,183.39
WA,3,1991,184.21
WA,4,1991,188.01
WA,1,1992,188.89
WA,2,1992,190.56
WA,3,1992,193.24
WA,4,1992,195.27
WA,1,1993,195.99
WA,2,1993,198.22
WA,3,1993,200.89
WA,4,1993,203.15
WA,1,1994,205.71
WA,2,1994,209.31
WA,3,1994,210.82
WA,4,1994,210.33
WA,1,1995,211.91
WA,2,1995,214.42
WA,3,1995,217.69
WA,4,1995,219.29
WA,1,1996,221.48
WA,2,1996,221.41
WA,3,1996,222.49
WA,4,1996,224.43
WA,1,1997,226.12
WA,2,1997,228.61
WA,3,1997,233.81
WA,4,1997,236.95
WA,1,1998,241.42
WA,2,1998,244.97
WA,3,1998,249.5
WA,4,1998,252.52
WA,1,1999,254.67
WA,2,1999,259.18
WA,3,1999,261.76
WA,4,1999,263.89
WA,1,2000,268.81
WA,2,2000,271.42
WA,3,2000,275.13
WA,4,2000,278.71
WA,1,2001,285.64
WA,2,2001,289.42
WA,3,2001,292.32
WA,4,2001,294.47
WA,1,2002,298.12
WA,2,2002,301.53
WA,3,2002,305.51
WA,4,2002,308.05
WA,1,2003,310.57
WA,2,2003,313.16
WA,3,2003,317.01
WA,4,2003,325.1
WA,1,2004,329.93
WA,2,2004,339.87
WA,3,2004,353.82
WA,4,2004,362.17
WA,1,2005,373.73
WA,2,2005,393.49
WA,3,2005,410.51
WA,4,2005,428.47
WA,1,2006,443.79
WA,2,2006,460.31
WA,3,2006,474.55
WA,4,2006,484.77
WA,1,2007,494.48
WA,2,2007,501.55
WA,3,2007,505.12
WA,4,2007,510.18
WA,1,2008,509.2
WA,2,2008,504.15
WA,3,2008,494.92
WA,4,2008,490.98
WI,1,1975,61.32
WI,2,1975,62.04
WI,3,1975,63.21
WI,4,1975,69.3
WI,1,1976,64.62
WI,2,1976,65.91
WI,3,1976,68.42
WI,4,1976,69.25
WI,1,1977,72.83
WI,2,1977,74.89
WI,3,1977,78.03
WI,4,1977,79.91
WI,1,1978,82.66
WI,2,1978,86.54
WI,3,1978,88.55
WI,4,1978,90.8
WI,1,1979,94.45
WI,2,1979,97.26
WI,3,1979,96.44
WI,4,1979,98.61
WI,1,1980,100
WI,2,1980,98.7
WI,3,1980,101.02
WI,4,1980,100.74
WI,1,1981,103.1
WI,2,1981,100.87
WI,3,1981,100
WI,4,1981,91.67
WI,1,1982,87.26
WI,2,1982,94.64
WI,3,1982,96.43
WI,4,1982,98.6
WI,1,1983,101.93
WI,2,1983,104.42
WI,3,1983,104.51
WI,4,1983,104.08
WI,1,1984,104.34
WI,2,1984,105.99
WI,3,1984,106.41
WI,4,1984,104.55
WI,1,1985,106.39
WI,2,1985,108.03
WI,3,1985,108.97
WI,4,1985,109.14
WI,1,1986,110.6
WI,2,1986,111.83
WI,3,1986,112.21
WI,4,1986,112.8
WI,1,1987,113.46
WI,2,1987,114.81
WI,3,1987,116.23
WI,4,1987,117.71
WI,1,1988,118.63
WI,2,1988,120.14
WI,3,1988,122.46
WI,4,1988,123.29
WI,1,1989,125.33
WI,2,1989,126.75
WI,3,1989,128.95
WI,4,1989,129.78
WI,1,1990,131.8
WI,2,1990,133.91
WI,3,1990,135.77
WI,4,1990,136.08
WI,1,1991,137.97
WI,2,1991,139.98
WI,3,1991,142.08
WI,4,1991,143.45
WI,1,1992,145.1
WI,2,1992,147.72
WI,3,1992,149.52
WI,4,1992,151.46
WI,1,1993,152.62
WI,2,1993,154.79
WI,3,1993,157.03
WI,4,1993,159.05
WI,1,1994,163.25
WI,2,1994,169.25
WI,3,1994,172.91
WI,4,1994,172.99
WI,1,1995,174.93
WI,2,1995,178.84
WI,3,1995,181.39
WI,4,1995,183.72
WI,1,1996,185.21
WI,2,1996,186.91
WI,3,1996,188.8
WI,4,1996,191.14
WI,1,1997,193.18
WI,2,1997,194.87
WI,3,1997,197.73
WI,4,1997,199.86
WI,1,1998,201.11
WI,2,1998,203.42
WI,3,1998,205.77
WI,4,1998,206.62
WI,1,1999,210.28
WI,2,1999,213.45
WI,3,1999,216.07
WI,4,1999,217.57
WI,1,2000,224.19
WI,2,2000,225.08
WI,3,2000,228.48
WI,4,2000,231.38
WI,1,2001,235.17
WI,2,2001,238.3
WI,3,2001,241.38
WI,4,2001,243.35
WI,1,2002,247.31
WI,2,2002,250.52
WI,3,2002,253.33
WI,4,2002,255.2
WI,1,2003,257.82
WI,2,2003,259.94
WI,3,2003,263.93
WI,4,2003,272.52
WI,1,2004,274.61
WI,2,2004,280.31
WI,3,2004,290.72
WI,4,2004,294.46
WI,1,2005,299.87
WI,2,2005,305.57
WI,3,2005,311.8
WI,4,2005,315.83
WI,1,2006,318.81
WI,2,2006,319.5
WI,3,2006,321.7
WI,4,2006,326.74
WI,1,2007,328.35
WI,2,2007,328.88
WI,3,2007,329.13
WI,4,2007,332.17
WI,1,2008,333.9
WI,2,2008,331.59
WI,3,2008,326.04
WI,4,2008,329.16
WV,1,1975,66.42
WV,2,1975,70.9
WV,3,1975,73.09
WV,4,1975,58.96
WV,1,1976,62.98
WV,2,1976,79.39
WV,3,1976,69.19
WV,4,1976,75.09
WV,1,1977,67.81
WV,2,1977,81.87
WV,3,1977,72.98
WV,4,1977,88.92
WV,1,1978,88.42
WV,2,1978,82.31
WV,3,1978,86.2
WV,4,1978,85.56
WV,1,1979,85.56
WV,2,1979,95.05
WV,3,1979,90.7
WV,4,1979,100.33
WV,1,1980,100
WV,2,1980,103.25
WV,3,1980,95.07
WV,4,1980,111.37
WV,1,1981,103.22
WV,2,1981,108.54
WV,3,1981,105.85
WV,4,1981,96.4
WV,1,1982,76.55
WV,2,1982,119.16
WV,3,1982,89.39
WV,4,1982,81.85
WV,1,1983,96.38
WV,2,1983,96.09
WV,3,1983,109.23
WV,4,1983,93.13
WV,1,1984,97.95
WV,2,1984,94.71
WV,3,1984,100.79
WV,4,1984,93.32
WV,1,1985,97
WV,2,1985,98.73
WV,3,1985,98.09
WV,4,1985,93.39
WV,1,1986,98.57
WV,2,1986,100.59
WV,3,1986,99.65
WV,4,1986,101.76
WV,1,1987,102.36
WV,2,1987,103.47
WV,3,1987,99.62
WV,4,1987,100.62
WV,1,1988,101.48
WV,2,1988,104.2
WV,3,1988,103.75
WV,4,1988,101.94
WV,1,1989,104.18
WV,2,1989,107.35
WV,3,1989,105.66
WV,4,1989,105.92
WV,1,1990,108.67
WV,2,1990,108.01
WV,3,1990,110.86
WV,4,1990,108.53
WV,1,1991,112.19
WV,2,1991,113.31
WV,3,1991,112.11
WV,4,1991,115.45
WV,1,1992,115.36
WV,2,1992,117.72
WV,3,1992,119.38
WV,4,1992,119.55
WV,1,1993,120.04
WV,2,1993,122.44
WV,3,1993,125.07
WV,4,1993,124.76
WV,1,1994,127.51
WV,2,1994,128.93
WV,3,1994,132.02
WV,4,1994,130.71
WV,1,1995,131.15
WV,2,1995,134.53
WV,3,1995,136.61
WV,4,1995,136.99
WV,1,1996,139.03
WV,2,1996,140.25
WV,3,1996,139.75
WV,4,1996,140.03
WV,1,1997,141.81
WV,2,1997,143.58
WV,3,1997,144.51
WV,4,1997,146.93
WV,1,1998,149.63
WV,2,1998,149.56
WV,3,1998,151.84
WV,4,1998,153.58
WV,1,1999,154.87
